input,responses,tag
"Hasta la vista, baby!",Take care!,goodbye
"Hasta la vista, baby!",See you later!,goodbye
"Hasta la vista, baby!",Until next time!,goodbye
"Hasta la vista, baby!",Catch you later!,goodbye
"Hasta la vista, baby!",Adios!,goodbye
"Hasta la vista, baby!",Toodles!,goodbye
"Hasta la vista, baby!",Bye-bye!,goodbye
"Hasta la vista, baby!",So long!,goodbye
"Hasta la vista, baby!",Hasta la vista!,goodbye
"Hasta la vista, baby!",Cheerio!,goodbye
"Hasta la vista, baby!",Looking forward to it!,goodbye
"Hasta la vista, baby!",Peace out!,goodbye
"Hasta la vista, baby!",Ciao for now!,goodbye
"Hasta la vista, baby!","Bye, Felicia!",goodbye
"Hasta la vista, baby!",Can't wait!,goodbye
"Hasta la vista, baby!","Goodbye, my friend!",goodbye
"Hasta la vista, baby!",See you soon!,goodbye
"Hasta la vista, baby!",Have a great day!,goodbye
"Hasta la vista, baby!",Arrivederci!,goodbye
"Hasta la vista, baby!",Auf Wiedersehen!,goodbye
"Hasta la vista, baby!",Adios amigo!,goodbye
"Hasta la vista, baby!","Later, alligator!",goodbye
"Hasta la vista, baby!","In a while, crocodile!",goodbye
"Hasta la vista, baby!",Safe travels!,goodbye
"Hasta la vista, baby!","Take care, buddy!",goodbye
"Hasta la vista, baby!",Looking forward to our next encounter!,goodbye
"Hasta la vista, baby!",To infinity and beyond!,goodbye
"Hasta la vista, baby!","Hasta la pizza, baby!",goodbye
"Hasta la vista, baby!","Goodbye, farewell, and amen!",goodbye
"Hasta la vista, baby!",Geronimo!,goodbye
"Hasta la vista, baby!",See you in a jiffy!,goodbye
"Hasta la vista, baby!",Looking forward to it!,goodbye
"Hasta la vista, baby!",Until next time!,goodbye
"Hasta la vista, baby!","Take care, my friend!",goodbye
"Hasta la vista, baby!",Till we meet in virtual reality!,goodbye
"Hasta la vista, baby!",Enjoy your day!,goodbye
"Hasta la vista, baby!",Au revoir!,goodbye
"Hasta la vista, baby!",Until the cows come home!,goodbye
"Hasta la vista, baby!",Keep it real!,goodbye
"Hasta la vista, baby!",Sayonara!,goodbye
"Hasta la vista, baby!",Hasta mañana!,goodbye
"Hasta la vista, baby!",Looking forward to catching up!,goodbye
"Hasta la vista, baby!",Out like a light!,goodbye
"Hasta la vista, baby!",Take a hike!,goodbye
"Hasta la vista, baby!",Toodle-oo!,goodbye
"Hasta la vista, baby!","That's all, folks!",goodbye
"Hasta la vista, baby!","Peace, love, and happiness!",goodbye
"Hasta la vista, baby!",Don't forget to keep in touch!,goodbye
"Hasta la vista, baby!","Adios, compadre!",goodbye
"Hasta la vista, baby!",Until the next adventure!,goodbye
Cheerio!,"Okay, bye",goodbye
Cheerio!,haan haan jaa rha,goodbye
Cheerio!,Goodbye,goodbye
Cheerio!,Adios,goodbye
Cheerio!,see you later,goodbye
Cheerio!,Take care,goodbye
Cheerio!,nice to help you!! bye,goodbye
Cheerio!,Goodbye!,goodbye
Cheerio!,Farewell!,goodbye
Cheerio!,Take care!,goodbye
Cheerio!,See you later!,goodbye
Cheerio!,Until next time!,goodbye
Cheerio!,Catch you later!,goodbye
Cheerio!,Adios!,goodbye
Cheerio!,Toodles!,goodbye
Cheerio!,Bye-bye!,goodbye
Cheerio!,So long!,goodbye
Cheerio!,Hasta la vista!,goodbye
Cheerio!,Cheerio!,goodbye
Cheerio!,Looking forward to it!,goodbye
Cheerio!,Peace out!,goodbye
Cheerio!,Ciao for now!,goodbye
Cheerio!,"Bye, Felicia!",goodbye
Cheerio!,Can't wait!,goodbye
Cheerio!,"Goodbye, my friend!",goodbye
Cheerio!,See you soon!,goodbye
Cheerio!,Have a great day!,goodbye
Cheerio!,Arrivederci!,goodbye
Cheerio!,Auf Wiedersehen!,goodbye
Cheerio!,Adios amigo!,goodbye
Cheerio!,"Later, alligator!",goodbye
Cheerio!,"In a while, crocodile!",goodbye
Cheerio!,Safe travels!,goodbye
Cheerio!,"Take care, buddy!",goodbye
Cheerio!,Looking forward to our next encounter!,goodbye
Cheerio!,To infinity and beyond!,goodbye
Cheerio!,"Hasta la pizza, baby!",goodbye
Cheerio!,"Goodbye, farewell, and amen!",goodbye
Cheerio!,Geronimo!,goodbye
Cheerio!,See you in a jiffy!,goodbye
Cheerio!,Looking forward to it!,goodbye
Cheerio!,Until next time!,goodbye
Cheerio!,"Take care, my friend!",goodbye
Cheerio!,Till we meet in virtual reality!,goodbye
Cheerio!,Enjoy your day!,goodbye
Cheerio!,Au revoir!,goodbye
Cheerio!,Until the cows come home!,goodbye
Cheerio!,Keep it real!,goodbye
Cheerio!,Sayonara!,goodbye
Cheerio!,Hasta mañana!,goodbye
Cheerio!,Looking forward to catching up!,goodbye
Cheerio!,Out like a light!,goodbye
Cheerio!,Take a hike!,goodbye
Cheerio!,Toodle-oo!,goodbye
Cheerio!,"That's all, folks!",goodbye
Cheerio!,"Peace, love, and happiness!",goodbye
Cheerio!,Don't forget to keep in touch!,goodbye
Cheerio!,"Adios, compadre!",goodbye
Cheerio!,Until the next adventure!,goodbye
Till next time!,"Okay, bye",goodbye
Till next time!,haan haan jaa rha,goodbye
Till next time!,Goodbye,goodbye
Till next time!,Adios,goodbye
Till next time!,see you later,goodbye
Till next time!,Take care,goodbye
Till next time!,nice to help you!! bye,goodbye
Till next time!,Goodbye!,goodbye
Till next time!,Farewell!,goodbye
Till next time!,Take care!,goodbye
Till next time!,See you later!,goodbye
Till next time!,Until next time!,goodbye
Till next time!,Catch you later!,goodbye
Till next time!,Adios!,goodbye
Till next time!,Toodles!,goodbye
Till next time!,Bye-bye!,goodbye
Till next time!,So long!,goodbye
Till next time!,Hasta la vista!,goodbye
Till next time!,Cheerio!,goodbye
Till next time!,Looking forward to it!,goodbye
Till next time!,Peace out!,goodbye
Till next time!,Ciao for now!,goodbye
Till next time!,"Bye, Felicia!",goodbye
Till next time!,Can't wait!,goodbye
Till next time!,"Goodbye, my friend!",goodbye
Till next time!,See you soon!,goodbye
Till next time!,Have a great day!,goodbye
Till next time!,Arrivederci!,goodbye
Till next time!,Auf Wiedersehen!,goodbye
Till next time!,Adios amigo!,goodbye
Till next time!,"Later, alligator!",goodbye
Till next time!,"In a while, crocodile!",goodbye
Till next time!,Safe travels!,goodbye
Till next time!,"Take care, buddy!",goodbye
Till next time!,Looking forward to our next encounter!,goodbye
Till next time!,To infinity and beyond!,goodbye
Till next time!,"Hasta la pizza, baby!",goodbye
Till next time!,"Goodbye, farewell, and amen!",goodbye
Till next time!,Geronimo!,goodbye
Till next time!,See you in a jiffy!,goodbye
Till next time!,Looking forward to it!,goodbye
Till next time!,Until next time!,goodbye
Till next time!,"Take care, my friend!",goodbye
Till next time!,Till we meet in virtual reality!,goodbye
Till next time!,Enjoy your day!,goodbye
Till next time!,Au revoir!,goodbye
Till next time!,Until the cows come home!,goodbye
Till next time!,Keep it real!,goodbye
Till next time!,Sayonara!,goodbye
Till next time!,Hasta mañana!,goodbye
Till next time!,Looking forward to catching up!,goodbye
Till next time!,Out like a light!,goodbye
Till next time!,Take a hike!,goodbye
Till next time!,Toodle-oo!,goodbye
Till next time!,"That's all, folks!",goodbye
Till next time!,"Peace, love, and happiness!",goodbye
Till next time!,Don't forget to keep in touch!,goodbye
Till next time!,"Adios, compadre!",goodbye
Till next time!,Until the next adventure!,goodbye
Peace out!,"Okay, bye",goodbye
Peace out!,haan haan jaa rha,goodbye
Peace out!,Goodbye,goodbye
Peace out!,Adios,goodbye
Peace out!,see you later,goodbye
Peace out!,Take care,goodbye
Peace out!,nice to help you!! bye,goodbye
Peace out!,Goodbye!,goodbye
Peace out!,Farewell!,goodbye
Peace out!,Take care!,goodbye
Peace out!,See you later!,goodbye
Peace out!,Until next time!,goodbye
Peace out!,Catch you later!,goodbye
Peace out!,Adios!,goodbye
Peace out!,Toodles!,goodbye
Peace out!,Bye-bye!,goodbye
Peace out!,So long!,goodbye
Peace out!,Hasta la vista!,goodbye
Peace out!,Cheerio!,goodbye
Peace out!,Looking forward to it!,goodbye
Peace out!,Peace out!,goodbye
Peace out!,Ciao for now!,goodbye
Peace out!,"Bye, Felicia!",goodbye
Peace out!,Can't wait!,goodbye
Peace out!,"Goodbye, my friend!",goodbye
Peace out!,See you soon!,goodbye
Peace out!,Have a great day!,goodbye
Peace out!,Arrivederci!,goodbye
Peace out!,Auf Wiedersehen!,goodbye
Peace out!,Adios amigo!,goodbye
Peace out!,"Later, alligator!",goodbye
Peace out!,"In a while, crocodile!",goodbye
Peace out!,Safe travels!,goodbye
Peace out!,"Take care, buddy!",goodbye
Peace out!,Looking forward to our next encounter!,goodbye
Peace out!,To infinity and beyond!,goodbye
Peace out!,"Hasta la pizza, baby!",goodbye
Peace out!,"Goodbye, farewell, and amen!",goodbye
Peace out!,Geronimo!,goodbye
Peace out!,See you in a jiffy!,goodbye
Peace out!,Looking forward to it!,goodbye
Peace out!,Until next time!,goodbye
Peace out!,"Take care, my friend!",goodbye
Peace out!,Till we meet in virtual reality!,goodbye
Peace out!,Enjoy your day!,goodbye
Peace out!,Au revoir!,goodbye
Peace out!,Until the cows come home!,goodbye
Peace out!,Keep it real!,goodbye
Peace out!,Sayonara!,goodbye
Peace out!,Hasta mañana!,goodbye
Peace out!,Looking forward to catching up!,goodbye
Peace out!,Out like a light!,goodbye
Peace out!,Take a hike!,goodbye
Peace out!,Toodle-oo!,goodbye
Peace out!,"That's all, folks!",goodbye
Peace out!,"Peace, love, and happiness!",goodbye
Peace out!,Don't forget to keep in touch!,goodbye
Peace out!,"Adios, compadre!",goodbye
Peace out!,Until the next adventure!,goodbye
Ciao for now!,"Okay, bye",goodbye
Ciao for now!,haan haan jaa rha,goodbye
Ciao for now!,Goodbye,goodbye
Ciao for now!,Adios,goodbye
Ciao for now!,see you later,goodbye
Ciao for now!,Take care,goodbye
Ciao for now!,nice to help you!! bye,goodbye
Ciao for now!,Goodbye!,goodbye
Ciao for now!,Farewell!,goodbye
Ciao for now!,Take care!,goodbye
Ciao for now!,See you later!,goodbye
Ciao for now!,Until next time!,goodbye
Ciao for now!,Catch you later!,goodbye
Ciao for now!,Adios!,goodbye
Ciao for now!,Toodles!,goodbye
Ciao for now!,Bye-bye!,goodbye
Ciao for now!,So long!,goodbye
Ciao for now!,Hasta la vista!,goodbye
Ciao for now!,Cheerio!,goodbye
Ciao for now!,Looking forward to it!,goodbye
Ciao for now!,Peace out!,goodbye
Ciao for now!,Ciao for now!,goodbye
Ciao for now!,"Bye, Felicia!",goodbye
Ciao for now!,Can't wait!,goodbye
Ciao for now!,"Goodbye, my friend!",goodbye
Ciao for now!,See you soon!,goodbye
Ciao for now!,Have a great day!,goodbye
Ciao for now!,Arrivederci!,goodbye
Ciao for now!,Auf Wiedersehen!,goodbye
Ciao for now!,Adios amigo!,goodbye
Ciao for now!,"Later, alligator!",goodbye
Ciao for now!,"In a while, crocodile!",goodbye
Ciao for now!,Safe travels!,goodbye
Ciao for now!,"Take care, buddy!",goodbye
Ciao for now!,Looking forward to our next encounter!,goodbye
Ciao for now!,To infinity and beyond!,goodbye
Ciao for now!,"Hasta la pizza, baby!",goodbye
Ciao for now!,"Goodbye, farewell, and amen!",goodbye
Ciao for now!,Geronimo!,goodbye
Ciao for now!,See you in a jiffy!,goodbye
Ciao for now!,Looking forward to it!,goodbye
Ciao for now!,Until next time!,goodbye
Ciao for now!,"Take care, my friend!",goodbye
Ciao for now!,Till we meet in virtual reality!,goodbye
Ciao for now!,Enjoy your day!,goodbye
Ciao for now!,Au revoir!,goodbye
Ciao for now!,Until the cows come home!,goodbye
Ciao for now!,Keep it real!,goodbye
Ciao for now!,Sayonara!,goodbye
Ciao for now!,Hasta mañana!,goodbye
Ciao for now!,Looking forward to catching up!,goodbye
Ciao for now!,Out like a light!,goodbye
Ciao for now!,Take a hike!,goodbye
Ciao for now!,Toodle-oo!,goodbye
Ciao for now!,"That's all, folks!",goodbye
Ciao for now!,"Peace, love, and happiness!",goodbye
Ciao for now!,Don't forget to keep in touch!,goodbye
Ciao for now!,"Adios, compadre!",goodbye
Ciao for now!,Until the next adventure!,goodbye
Bye Felicia!,"Okay, bye",goodbye
Bye Felicia!,haan haan jaa rha,goodbye
Bye Felicia!,Goodbye,goodbye
Bye Felicia!,Adios,goodbye
Bye Felicia!,see you later,goodbye
Bye Felicia!,Take care,goodbye
Bye Felicia!,nice to help you!! bye,goodbye
Bye Felicia!,Goodbye!,goodbye
Bye Felicia!,Farewell!,goodbye
Bye Felicia!,Take care!,goodbye
Bye Felicia!,See you later!,goodbye
Bye Felicia!,Until next time!,goodbye
Bye Felicia!,Catch you later!,goodbye
Bye Felicia!,Adios!,goodbye
Bye Felicia!,Toodles!,goodbye
Bye Felicia!,Bye-bye!,goodbye
Bye Felicia!,So long!,goodbye
Bye Felicia!,Hasta la vista!,goodbye
Bye Felicia!,Cheerio!,goodbye
Bye Felicia!,Looking forward to it!,goodbye
Bye Felicia!,Peace out!,goodbye
Bye Felicia!,Ciao for now!,goodbye
Bye Felicia!,"Bye, Felicia!",goodbye
Bye Felicia!,Can't wait!,goodbye
Bye Felicia!,"Goodbye, my friend!",goodbye
Bye Felicia!,See you soon!,goodbye
Bye Felicia!,Have a great day!,goodbye
Bye Felicia!,Arrivederci!,goodbye
Bye Felicia!,Auf Wiedersehen!,goodbye
Bye Felicia!,Adios amigo!,goodbye
Bye Felicia!,"Later, alligator!",goodbye
Bye Felicia!,"In a while, crocodile!",goodbye
Bye Felicia!,Safe travels!,goodbye
Bye Felicia!,"Take care, buddy!",goodbye
Bye Felicia!,Looking forward to our next encounter!,goodbye
Bye Felicia!,To infinity and beyond!,goodbye
Bye Felicia!,"Hasta la pizza, baby!",goodbye
Bye Felicia!,"Goodbye, farewell, and amen!",goodbye
Bye Felicia!,Geronimo!,goodbye
Bye Felicia!,See you in a jiffy!,goodbye
Bye Felicia!,Looking forward to it!,goodbye
Bye Felicia!,Until next time!,goodbye
Bye Felicia!,"Take care, my friend!",goodbye
Bye Felicia!,Till we meet in virtual reality!,goodbye
Bye Felicia!,Enjoy your day!,goodbye
Bye Felicia!,Au revoir!,goodbye
Bye Felicia!,Until the cows come home!,goodbye
Bye Felicia!,Keep it real!,goodbye
Bye Felicia!,Sayonara!,goodbye
Bye Felicia!,Hasta mañana!,goodbye
Bye Felicia!,Looking forward to catching up!,goodbye
Bye Felicia!,Out like a light!,goodbye
Bye Felicia!,Take a hike!,goodbye
Bye Felicia!,Toodle-oo!,goodbye
Bye Felicia!,"That's all, folks!",goodbye
Bye Felicia!,"Peace, love, and happiness!",goodbye
Bye Felicia!,Don't forget to keep in touch!,goodbye
Bye Felicia!,"Adios, compadre!",goodbye
Bye Felicia!,Until the next adventure!,goodbye
Smell you later!,"Okay, bye",goodbye
Smell you later!,haan haan jaa rha,goodbye
Smell you later!,Goodbye,goodbye
Smell you later!,Adios,goodbye
Smell you later!,see you later,goodbye
Smell you later!,Take care,goodbye
Smell you later!,nice to help you!! bye,goodbye
Smell you later!,Goodbye!,goodbye
Smell you later!,Farewell!,goodbye
Smell you later!,Take care!,goodbye
Smell you later!,See you later!,goodbye
Smell you later!,Until next time!,goodbye
Smell you later!,Catch you later!,goodbye
Smell you later!,Adios!,goodbye
Smell you later!,Toodles!,goodbye
Smell you later!,Bye-bye!,goodbye
Smell you later!,So long!,goodbye
Smell you later!,Hasta la vista!,goodbye
Smell you later!,Cheerio!,goodbye
Smell you later!,Looking forward to it!,goodbye
Smell you later!,Peace out!,goodbye
Smell you later!,Ciao for now!,goodbye
Smell you later!,"Bye, Felicia!",goodbye
Smell you later!,Can't wait!,goodbye
Smell you later!,"Goodbye, my friend!",goodbye
Smell you later!,See you soon!,goodbye
Smell you later!,Have a great day!,goodbye
Smell you later!,Arrivederci!,goodbye
Smell you later!,Auf Wiedersehen!,goodbye
Smell you later!,Adios amigo!,goodbye
Smell you later!,"Later, alligator!",goodbye
Smell you later!,"In a while, crocodile!",goodbye
Smell you later!,Safe travels!,goodbye
Smell you later!,"Take care, buddy!",goodbye
Smell you later!,Looking forward to our next encounter!,goodbye
Smell you later!,To infinity and beyond!,goodbye
Smell you later!,"Hasta la pizza, baby!",goodbye
Smell you later!,"Goodbye, farewell, and amen!",goodbye
Smell you later!,Geronimo!,goodbye
Smell you later!,See you in a jiffy!,goodbye
Smell you later!,Looking forward to it!,goodbye
Smell you later!,Until next time!,goodbye
Smell you later!,"Take care, my friend!",goodbye
Smell you later!,Till we meet in virtual reality!,goodbye
Smell you later!,Enjoy your day!,goodbye
Smell you later!,Au revoir!,goodbye
Smell you later!,Until the cows come home!,goodbye
Smell you later!,Keep it real!,goodbye
Smell you later!,Sayonara!,goodbye
Smell you later!,Hasta mañana!,goodbye
Smell you later!,Looking forward to catching up!,goodbye
Smell you later!,Out like a light!,goodbye
Smell you later!,Take a hike!,goodbye
Smell you later!,Toodle-oo!,goodbye
Smell you later!,"That's all, folks!",goodbye
Smell you later!,"Peace, love, and happiness!",goodbye
Smell you later!,Don't forget to keep in touch!,goodbye
Smell you later!,"Adios, compadre!",goodbye
Smell you later!,Until the next adventure!,goodbye
Adieu!,"Okay, bye",goodbye
Adieu!,haan haan jaa rha,goodbye
Adieu!,Goodbye,goodbye
Adieu!,Adios,goodbye
Adieu!,see you later,goodbye
Adieu!,Take care,goodbye
Adieu!,nice to help you!! bye,goodbye
Adieu!,Goodbye!,goodbye
Adieu!,Farewell!,goodbye
Adieu!,Take care!,goodbye
Adieu!,See you later!,goodbye
Adieu!,Until next time!,goodbye
Adieu!,Catch you later!,goodbye
Adieu!,Adios!,goodbye
Adieu!,Toodles!,goodbye
Adieu!,Bye-bye!,goodbye
Adieu!,So long!,goodbye
Adieu!,Hasta la vista!,goodbye
Adieu!,Cheerio!,goodbye
Adieu!,Looking forward to it!,goodbye
Adieu!,Peace out!,goodbye
Adieu!,Ciao for now!,goodbye
Adieu!,"Bye, Felicia!",goodbye
Adieu!,Can't wait!,goodbye
Adieu!,"Goodbye, my friend!",goodbye
Adieu!,See you soon!,goodbye
Adieu!,Have a great day!,goodbye
Adieu!,Arrivederci!,goodbye
Adieu!,Auf Wiedersehen!,goodbye
Adieu!,Adios amigo!,goodbye
Adieu!,"Later, alligator!",goodbye
Adieu!,"In a while, crocodile!",goodbye
Adieu!,Safe travels!,goodbye
Adieu!,"Take care, buddy!",goodbye
Adieu!,Looking forward to our next encounter!,goodbye
Adieu!,To infinity and beyond!,goodbye
Adieu!,"Hasta la pizza, baby!",goodbye
Adieu!,"Goodbye, farewell, and amen!",goodbye
Adieu!,Geronimo!,goodbye
Adieu!,See you in a jiffy!,goodbye
Adieu!,Looking forward to it!,goodbye
Adieu!,Until next time!,goodbye
Adieu!,"Take care, my friend!",goodbye
Adieu!,Till we meet in virtual reality!,goodbye
Adieu!,Enjoy your day!,goodbye
Adieu!,Au revoir!,goodbye
Adieu!,Until the cows come home!,goodbye
Adieu!,Keep it real!,goodbye
Adieu!,Sayonara!,goodbye
Adieu!,Hasta mañana!,goodbye
